Name,Team,Pos,Age,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_Y/A,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Fmb,FmbLost,Year,games_played_pct,games_started_pct,ProBowl,AllPro,Touches,Rush_Att_per_game,Rush_Yds_per_game,Rush_TD_per_game,Rec_Rec_per_game,Rec_Yds_per_game,Rec_TD_per_game,Fmb_per_game,FmbLost_per_game,Touches_per_game,Points_half-ppr,PPG_half-ppr,player_display_name,season,week,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,rush_attempts,rush_yards,avg_rush_yards,rush_touchdowns,player_jersey_number,expected_rush_yards,rush_yards_over_expected,rush_yards_over_expected_per_att,rush_pct_over_expected
Najee Harris,LAC,RB,26.0,17.0,17.0,263.0,1043.0,6.0,3.965779467680608,36.0,283.0,0.0,7.861111111111111,0.0,0.0,2024,1.0,1.0,0.0,0.0,299.0,15.470588235294118,61.35294117647059,0.3529411764705882,2.117647058823529,16.647058823529413,0.0,0.0,0.0,17.58823529411765,186.6,10.976470588235296,Najee Harris,2024.0,8.1875,4.70167267468835,26.834845821484127,2.841876993774163,31.9375,126.875,3.973888687013023,0.75,22.0,122.44752651267798,0.6774734873220247,0.0608853451405648,0.3575286568318339
Nick Chubb,HOU,RB,29.0,8.0,8.0,102.0,332.0,3.0,3.2549019607843137,5.0,31.0,1.0,6.2,1.0,1.0,2024,0.4705882352941176,1.0,0.0,0.0,107.0,12.75,41.5,0.375,0.625,3.875,0.125,0.125,0.125,13.375,60.8,7.6,Nick Chubb,2024.0,8.714285714285714,4.827591803946853,21.457855869620577,2.791028002073115,26.571428571428573,86.0,3.280570409982175,0.8571428571428571,24.0,89.83964721961392,-4.982504362471076,-0.1364912568596035,0.4032050092764378
Rachaad White,TB,RB,25.0,16.0,15.0,144.0,613.0,3.0,4.256944444444445,51.0,393.0,6.0,7.705882352941177,3.0,3.0,2024,0.9411764705882352,0.9375,0.0,0.0,195.0,9.0,38.3125,0.1875,3.1875,24.5625,0.375,0.1875,0.1875,12.1875,174.10000000000002,10.88125,Rachaad White,2024.0,7.545454545454546,4.510779127209887,22.728353049208664,2.665483049871865,24.0,101.9090909090909,4.261529060660077,0.4545454545454545,1.0,94.32536831577968,7.583722593311223,0.3427363461394224,0.3830429968130502
Raheem Mostert,LV,RB,32.0,13.0,1.0,85.0,278.0,2.0,3.2705882352941176,19.0,161.0,0.0,8.473684210526315,2.0,2.0,2024,0.7647058823529411,0.0769230769230769,0.0,0.0,104.0,6.538461538461538,21.384615384615383,0.1538461538461538,1.4615384615384617,12.384615384615383,0.0,0.1538461538461538,0.1538461538461538,8.0,61.4,4.723076923076923,Raheem Mostert,2024.0,7.0,4.343678571428572,10.047846889952153,2.94768201754386,13.333333333333334,62.0,4.785326953748006,0.0,31.0,62.03198013437153,-1.3653134677048626,0.0385303799675283,0.5097465886939571
Ray Davis,BUF,RB,25.0,17.0,0.0,113.0,442.0,3.0,3.911504424778761,17.0,189.0,3.0,11.117647058823527,0.0,0.0,2024,1.0,0.0,0.0,0.0,130.0,6.647058823529412,26.0,0.1764705882352941,1.0,11.117647058823527,0.1764705882352941,0.0,0.0,7.647058823529412,107.6,6.329411764705883,Ray Davis,2024.0,9.25,3.896919679185447,33.26763207294181,2.936334780802273,39.75,166.5,4.688860954679539,1.0,22.0,153.9483696619281,12.551630338071906,0.8222344282743559,0.4944522660230624
Rhamondre Stevenson,NE,RB,26.0,15.0,14.0,207.0,801.0,7.0,3.869565217391304,33.0,168.0,1.0,5.090909090909091,7.0,3.0,2024,0.8823529411764706,0.9333333333333332,0.0,0.0,240.0,13.8,53.4,0.4666666666666667,2.2,11.2,0.0666666666666666,0.4666666666666667,0.2,16.0,155.4,10.36,Rhamondre Stevenson,2024.0,7.833333333333333,4.3130231106248855,24.11290722160287,2.8522910838910263,32.583333333333336,128.91666666666666,4.08035957601175,1.1666666666666667,38.0,112.10483959180084,9.395160408199148,0.4962042068758312,0.4459534825017058
Rico Dowdle,CAR,RB,26.0,16.0,15.0,235.0,1079.0,2.0,4.591489361702128,39.0,249.0,3.0,6.384615384615385,3.0,2.0,2024,0.9411764705882352,0.9375,0.0,0.0,274.0,14.6875,67.4375,0.125,2.4375,15.5625,0.1875,0.1875,0.125,17.125,178.3,11.14375,Rico Dowdle,2024.0,11.076923076923077,3.7058591491639294,16.37276453315733,2.683762751180135,34.0,157.30769230769232,4.539128772364642,0.3076923076923077,23.0,140.04313568524063,10.956864314759374,0.2767211537269766,0.4129175929783217
Roschon Johnson,CHI,RB,23.0,14.0,0.0,55.0,150.0,6.0,2.727272727272727,16.0,104.0,0.0,6.5,0.0,0.0,2024,0.8235294117647058,0.0,0.0,0.0,71.0,3.928571428571429,10.714285714285714,0.4285714285714285,1.1428571428571428,7.428571428571429,0.0,0.0,0.0,5.071428571428571,69.4,4.957142857142857,Roschon Johnson,2024.0,8.0,3.792612121212121,45.0,2.49875,10.0,29.0,2.9,1.5,23.0,31.0085861298892,-2.008586129889199,-0.2008586129889199,0.4499999999999999
Samaje Perine,CIN,RB,29.0,17.0,0.0,20.0,92.0,1.0,4.6,28.0,322.0,1.0,11.5,0.0,0.0,2024,1.0,0.0,0.0,0.0,48.0,1.1764705882352942,5.411764705882353,0.0588235294117647,1.6470588235294117,18.94117647058824,0.0588235294117647,0.0,0.0,2.823529411764706,67.4,3.964705882352941,,,,,,,,,,,,,,,
Saquon Barkley,PHI,RB,27.0,16.0,16.0,345.0,2005.0,13.0,5.811594202898551,33.0,278.0,2.0,8.424242424242424,2.0,1.0,2024,0.9411764705882352,1.0,1.0,0.0,378.0,21.5625,125.3125,0.8125,2.0625,17.375,0.125,0.125,0.0625,23.625,332.8,20.8,Saquon Barkley,2024.0,8.705882352941176,3.2968583516317693,21.06213370079824,2.760824009750999,40.588235294117645,235.8823529411765,5.908860785065883,1.5294117647058822,26.0,169.74522926012676,64.60771191634382,1.739310665167752,0.4328546635049705
Sean Tucker,TB,RB,23.0,17.0,0.0,50.0,308.0,2.0,6.16,9.0,109.0,1.0,12.11111111111111,1.0,0.0,2024,1.0,0.0,0.0,0.0,59.0,2.9411764705882355,18.11764705882353,0.1176470588235294,0.5294117647058824,6.411764705882353,0.0588235294117647,0.0588235294117647,0.0,3.4705882352941178,64.19999999999999,3.7764705882352936,Sean Tucker,2024.0,6.0,2.33889705882353,21.428571428571427,2.6711428571428573,14.0,136.0,9.714285714285714,1.0,44.0,59.58900294764524,47.41099705235476,3.950916421029563,0.75
Sincere McCormick,LV,RB,24.0,5.0,2.0,39.0,183.0,0.0,4.6923076923076925,6.0,29.0,0.0,4.833333333333333,0.0,0.0,2024,0.2941176470588235,0.4,0.0,0.0,45.0,7.8,36.6,0.0,1.2,5.8,0.0,0.0,0.0,9.0,24.200000000000003,4.840000000000001,Sincere McCormick,2024.0,13.5,3.231420272435898,24.166666666666664,2.6603000000000003,13.5,71.0,5.266666666666667,0.0,28.0,54.32595561338768,16.674044386612323,1.1353966579251478,0.5083333333333333
Tank Bigsby,JAX,RB,23.0,16.0,1.0,168.0,766.0,7.0,4.559523809523809,7.0,54.0,0.0,7.714285714285714,4.0,1.0,2024,0.9411764705882352,0.0625,0.0,0.0,175.0,10.5,47.875,0.4375,0.4375,3.375,0.0,0.25,0.0625,10.9375,125.5,7.843750000000001,Tank Bigsby,2024.0,10.1,3.707037478771378,26.226828726828728,2.6779194513819515,30.3,135.5,4.411000111000111,1.4,4.0,113.40175420841116,21.29824579158885,0.6615235017259024,0.3781545899210569
Tony Pollard,TEN,RB,27.0,16.0,16.0,260.0,1079.0,5.0,4.15,41.0,238.0,0.0,5.804878048780488,2.0,2.0,2024,0.9411764705882352,1.0,0.0,0.0,301.0,16.25,67.4375,0.3125,2.5625,14.875,0.0,0.125,0.125,18.8125,178.20000000000002,11.1375,Tony Pollard,2024.0,8.0,4.200654216763739,20.90444686032921,2.954702533680081,40.0,167.91666666666666,4.2297743718699605,0.8333333333333334,20.0,159.39253071910645,2.5241359475602145,0.0376557440632917,0.371694931153882
Trey Benson,ARI,RB,21.0,13.0,1.0,63.0,291.0,1.0,4.619047619047619,6.0,59.0,0.0,9.833333333333334,1.0,0.0,2024,0.7647058823529411,0.0769230769230769,0.0,0.0,69.0,4.846153846153846,22.384615384615383,0.0769230769230769,0.4615384615384615,4.538461538461538,0.0,0.0769230769230769,0.0,5.307692307692308,44.0,3.3846153846153846,Trey Benson,2024.0,6.0,10.007290322580648,9.545454545454549,3.0753888888888885,10.5,36.0,3.5545454545454547,0.0,33.0,43.05400283805342,-7.054002838053421,-0.5586809849332851,0.3
Ty Johnson,BUF,RB,27.0,17.0,1.0,41.0,213.0,1.0,5.195121951219512,18.0,284.0,3.0,15.77777777777778,0.0,0.0,2024,1.0,0.0588235294117647,0.0,0.0,59.0,2.411764705882353,12.529411764705882,0.0588235294117647,1.0588235294117647,16.705882352941178,0.1764705882352941,0.0,0.0,3.4705882352941178,82.7,4.864705882352942,,,,,,,,,,,,,,,
Tyjae Spears,TEN,RB,23.0,12.0,1.0,84.0,312.0,4.0,3.7142857142857135,30.0,224.0,1.0,7.466666666666667,1.0,0.0,2024,0.7058823529411765,0.0833333333333333,0.0,0.0,114.0,7.0,26.0,0.3333333333333333,2.5,18.666666666666668,0.0833333333333333,0.0833333333333333,0.0,9.5,98.6,8.216666666666667,Tyjae Spears,2024.0,12.333333333333334,4.730347478382566,14.444444444444445,2.939599128540305,15.0,53.66666666666666,3.35,1.0,2.0,53.53472377128824,-1.534723771288241,-0.1790611698462172,0.3838624338624338
Tyler Allgeier,ATL,RB,24.0,17.0,0.0,137.0,644.0,3.0,4.700729927007299,13.0,88.0,0.0,6.769230769230769,0.0,0.0,2024,1.0,0.0,0.0,0.0,150.0,8.058823529411764,37.88235294117647,0.1764705882352941,0.7647058823529411,5.176470588235294,0.0,0.0,0.0,8.823529411764707,97.7,5.747058823529412,Tyler Allgeier,2024.0,9.166666666666666,4.9037143501227325,28.33136719998034,2.7902116221741218,33.5,151.0,4.038505492885055,0.6666666666666666,25.0,132.09345451519502,18.90654548480499,0.4337239390545991,0.5178641647619749
Tyrone Tracy Jr.,NYG,RB,25.0,17.0,12.0,192.0,839.0,5.0,4.369791666666667,38.0,284.0,1.0,7.473684210526316,5.0,2.0,2024,1.0,0.7058823529411765,0.0,0.0,230.0,11.294117647058824,49.35294117647059,0.2941176470588235,2.235294117647059,16.705882352941178,0.0588235294117647,0.2941176470588235,0.1176470588235294,13.529411764705882,163.3,9.605882352941178,Tyrone Tracy Jr.,2024.0,11.333333333333334,3.876222256946578,17.711510530137982,2.7227301065162908,16.555555555555557,76.33333333333333,4.475761230418093,0.4444444444444444,29.0,71.6516036578999,3.57061856432233,0.1559049417260091,0.3050157392391654
Will Shipley,PHI,RB,22.0,16.0,1.0,30.0,82.0,0.0,2.7333333333333334,4.0,35.0,0.0,8.75,0.0,0.0,2024,0.9411764705882352,0.0625,0.0,0.0,34.0,1.875,5.125,0.0,0.25,2.1875,0.0,0.0,0.0,2.125,13.7,0.8562500000000001,Will Shipley,2024.0,18.0,4.4193750000000005,10.0,2.8106,10.0,32.0,3.2,0.0,28.0,40.292721958848354,-8.292721958848354,-0.8292721958848354,0.3
Zach Charbonnet,SEA,RB,23.0,17.0,6.0,135.0,569.0,8.0,4.214814814814815,42.0,340.0,1.0,8.095238095238095,0.0,0.0,2024,1.0,0.3529411764705882,0.0,0.0,177.0,7.9411764705882355,33.47058823529412,0.4705882352941176,2.4705882352941178,20.0,0.0588235294117647,0.0,0.0,10.411764705882351,165.9,9.758823529411766,Zach Charbonnet,2024.0,9.0,3.908965111631897,17.130030463363795,3.0188024711571537,36.333333333333336,158.0,4.348308481641815,2.1666666666666665,26.0,132.43934394671433,20.393989386619005,0.445776241800969,0.4227947977947977
Zack Moss,CIN,RB,27.0,8.0,6.0,74.0,242.0,2.0,3.27027027027027,23.0,187.0,1.0,8.130434782608695,2.0,1.0,2024,0.4705882352941176,0.75,0.0,0.0,97.0,9.25,30.25,0.25,2.875,23.375,0.125,0.25,0.125,12.125,70.4,8.8,Zack Moss,2024.0,3.0,4.996638494478251,35.0,3.1027543123543126,13.0,47.66666666666666,3.6888888888888887,0.3333333333333333,31.0,51.04482269230024,-4.711489358966911,-0.371287198891426,0.3492063492063491
