Name,Team,Pos,Age,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_Y/A,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Fmb,FmbLost,Year,games_played_pct,games_started_pct,ProBowl,AllPro,Touches,Rush_Att_per_game,Rush_Yds_per_game,Rush_TD_per_game,Rec_Rec_per_game,Rec_Yds_per_game,Rec_TD_per_game,Fmb_per_game,FmbLost_per_game,Touches_per_game,Points_half-ppr,PPG_half-ppr,player_display_name,season,week,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,rush_attempts,rush_yards,avg_rush_yards,rush_touchdowns,player_jersey_number,expected_rush_yards,rush_yards_over_expected,rush_yards_over_expected_per_att,rush_pct_over_expected
Elijah Mitchell,KC,RB,25.0,11.0,1.0,75.0,281.0,2.0,3.7466666666666666,6.0,14.0,0.0,2.333333333333333,0.0,0.0,2023,0.6470588235294118,0.0909090909090909,0.0,0.0,81.0,6.818181818181818,25.545454545454547,0.1818181818181818,0.5454545454545454,1.2727272727272727,0.0,0.0,0.0,7.363636363636363,44.5,4.045454545454546,Elijah Mitchell,2023.0,12.666666666666666,4.093953144078145,39.062897886427294,2.7236301282051283,14.0,58.0,4.079449961802903,0.6666666666666666,25.0,51.687753777745,6.312246222254994,0.3278670527832546,0.4387573211102622
Emari Demercado,ARI,RB,25.0,13.0,0.0,24.0,223.0,1.0,9.291666666666666,16.0,104.0,0.0,6.5,0.0,0.0,2024,0.7647058823529411,0.0,0.0,0.0,40.0,1.8461538461538465,17.153846153846153,0.0769230769230769,1.2307692307692308,8.0,0.0,0.0,0.0,3.076923076923077,46.7,3.5923076923076924,,,,,,,,,,,,,,,
Isaac Guerendo,SF,RB,24.0,16.0,3.0,84.0,420.0,4.0,5.0,15.0,152.0,0.0,10.133333333333333,3.0,1.0,2024,0.9411764705882352,0.1875,0.0,0.0,99.0,5.25,26.25,0.25,0.9375,9.5,0.0,0.1875,0.0625,6.1875,86.7,5.41875,Isaac Guerendo,2024.0,10.75,3.5131277889637023,38.88392857142857,2.79115625,13.75,79.75,6.183482142857143,0.75,31.0,57.00902031468807,21.990979685311924,2.212255464405529,0.3876488095238095
Isaiah Davis,NYJ,RB,22.0,17.0,0.0,30.0,174.0,1.0,5.8,9.0,75.0,1.0,8.333333333333334,0.0,0.0,2024,1.0,0.0,0.0,0.0,39.0,1.7647058823529411,10.235294117647058,0.0588235294117647,0.5294117647058824,4.411764705882353,0.0588235294117647,0.0,0.0,2.294117647058824,41.400000000000006,2.435294117647059,Isaiah Davis,2024.0,14.0,4.172250000000001,30.0,2.710555555555556,10.0,40.0,4.0,1.0,32.0,35.34962375352675,4.65037624647325,0.465037624647325,0.4
Isiah Pacheco,KC,RB,25.0,7.0,6.0,83.0,310.0,1.0,3.734939759036144,12.0,79.0,0.0,6.583333333333333,0.0,0.0,2024,0.4117647058823529,0.8571428571428571,0.0,0.0,95.0,11.857142857142858,44.285714285714285,0.1428571428571428,1.7142857142857142,11.285714285714286,0.0,0.0,0.0,13.571428571428571,50.9,7.271428571428571,Isiah Pacheco,2024.0,8.0,3.965285511363636,12.2985347985348,2.66398671679198,15.25,55.5,3.531737998843262,0.25,10.0,56.412331282373344,-2.9123312823733447,-0.2568718548824696,0.4416666666666666
J.K. Dobbins,DEN,RB,26.0,13.0,11.0,195.0,905.0,9.0,4.641025641025641,32.0,153.0,0.0,4.78125,0.0,0.0,2024,0.7647058823529411,0.8461538461538461,0.0,0.0,227.0,15.0,69.61538461538461,0.6923076923076923,2.4615384615384617,11.76923076923077,0.0,0.0,0.0,17.46153846153846,175.8,13.523076923076925,J.K. Dobbins,2024.0,7.384615384615385,4.105609931088086,20.361229572470343,2.8009959022193063,29.53846153846154,136.15384615384616,4.854746972484529,1.3846153846153846,27.0,116.09848008372742,16.516904531657197,0.8143604267294626,0.3313862526362526
Jahmyr Gibbs,DET,RB,22.0,17.0,4.0,250.0,1412.0,16.0,5.648,52.0,517.0,4.0,9.942307692307692,1.0,1.0,2024,1.0,0.2352941176470588,1.0,0.0,302.0,14.705882352941176,83.05882352941177,0.9411764705882352,3.0588235294117645,30.41176470588235,0.2352941176470588,0.0588235294117647,0.0588235294117647,17.764705882352942,336.90000000000003,19.81764705882353,Jahmyr Gibbs,2024.0,8.625,3.782936828242769,15.743402749996,2.8738611134221816,30.1875,169.125,5.711704280202063,1.9375,26.0,142.548433473543,26.07656652645698,0.972211652117701,0.3926616500876485
Jaleel McLaughlin,DEN,RB,24.0,16.0,5.0,113.0,496.0,1.0,4.389380530973451,24.0,76.0,2.0,3.1666666666666665,1.0,1.0,2024,0.9411764705882352,0.3125,0.0,0.0,137.0,7.0625,31.0,0.0625,1.5,4.75,0.125,0.0625,0.0625,8.5625,85.2,5.325,Jaleel McLaughlin,2024.0,9.8,4.774952283911611,16.609671302149177,3.0957005555555552,32.6,143.0,4.485376106194691,0.2,38.0,147.88541003798338,-4.485410037983369,0.1575785384286936,0.4163961038961038
James Conner,ARI,RB,29.0,16.0,16.0,236.0,1094.0,8.0,4.635593220338983,47.0,414.0,1.0,8.808510638297872,4.0,1.0,2024,0.9411764705882352,1.0,0.0,0.0,283.0,14.75,68.375,0.5,2.9375,25.875,0.0625,0.25,0.0625,17.6875,226.3,14.14375,James Conner,2024.0,8.0,3.9522773422370094,26.477718137278927,2.864631024768286,34.23076923076923,164.23076923076923,4.93918803963407,1.2307692307692308,6.0,143.34186576201853,18.65813423798147,0.617564780307416,0.4130166228530746
James Cook,BUF,RB,25.0,16.0,16.0,207.0,1009.0,16.0,4.874396135265701,32.0,258.0,2.0,8.0625,1.0,0.0,2024,0.9411764705882352,1.0,0.0,0.0,239.0,12.9375,63.0625,1.0,2.0,16.125,0.125,0.0625,0.0,14.9375,250.7,15.66875,James Cook,2024.0,8.857142857142858,3.562937926365368,22.52064628639057,2.571374147779271,27.857142857142858,138.5,5.122950442225291,2.142857142857143,4.0,111.62378683204484,25.87621316795516,1.1434113779899673,0.3914560561066532
Javonte Williams,DAL,RB,24.0,17.0,11.0,139.0,513.0,4.0,3.6906474820143886,52.0,346.0,0.0,6.653846153846154,2.0,2.0,2024,1.0,0.6470588235294118,0.0,0.0,191.0,8.176470588235293,30.176470588235293,0.2352941176470588,3.0588235294117645,20.352941176470587,0.0,0.1176470588235294,0.1176470588235294,11.235294117647058,131.9,7.758823529411765,Javonte Williams,2024.0,5.0,4.470754997051157,29.224687560791786,2.76176957283544,31.714285714285715,120.28571428571428,3.873551328515509,0.8571428571428571,33.0,135.55386974920089,-17.2681554634866,-0.5314457856693935,0.3224534873237832
Jaylen Warren,PIT,RB,26.0,15.0,0.0,120.0,511.0,1.0,4.258333333333334,38.0,310.0,0.0,8.157894736842104,2.0,1.0,2024,0.8823529411764706,0.0,0.0,0.0,158.0,8.0,34.06666666666667,0.0666666666666666,2.533333333333333,20.666666666666668,0.0,0.1333333333333333,0.0666666666666666,10.533333333333331,105.1,7.006666666666666,Jaylen Warren,2024.0,10.333333333333334,3.712447695901668,15.988455988455987,2.799641931216931,30.0,130.83333333333334,4.530790043290043,0.3333333333333333,30.0,132.17956646752484,-1.346233134191518,0.0896244251464361,0.4117063492063491
Jaylen Wright,MIA,RB,21.0,15.0,1.0,68.0,249.0,0.0,3.661764705882353,3.0,8.0,0.0,2.6666666666666665,1.0,1.0,2024,0.8823529411764706,0.0666666666666666,0.0,0.0,71.0,4.533333333333333,16.6,0.0,0.2,0.5333333333333333,0.0,0.0666666666666666,0.0666666666666666,4.733333333333333,25.200000000000003,1.6800000000000002,Jaylen Wright,2024.0,5.0,3.483023255813954,23.07692307692308,2.632615384615385,13.0,86.0,6.615384615384615,0.0,25.0,58.93821935012328,21.061780649876724,1.914707331806975,0.4545454545454545
Jerome Ford,CLE,RB,25.0,14.0,6.0,104.0,565.0,3.0,5.432692307692308,37.0,225.0,0.0,6.081081081081081,0.0,0.0,2024,0.8235294117647058,0.4285714285714285,0.0,0.0,141.0,7.428571428571429,40.35714285714285,0.2142857142857142,2.642857142857143,16.071428571428573,0.0,0.0,0.0,10.071428571428571,115.5,8.25,Jerome Ford,2024.0,6.333333333333333,4.020711645271522,3.856837606837607,2.8477011800027934,26.166666666666668,137.33333333333334,4.960499222999223,0.8333333333333334,34.0,109.47756719425249,27.85576613908084,0.995613728424754,0.4345248602530155
Joe Mixon,HOU,RB,28.0,14.0,14.0,245.0,1016.0,11.0,4.146938775510204,36.0,309.0,1.0,8.583333333333334,0.0,0.0,2024,0.8235294117647058,1.0,1.0,0.0,282.0,17.5,72.57142857142857,0.7857142857142857,2.571428571428572,22.071428571428573,0.0714285714285714,0.0,0.0,20.142857142857142,222.50000000000003,15.892857142857144,Joe Mixon,2024.0,9.0,5.073154323843192,27.93389150532008,2.838285656179372,38.91666666666666,163.16666666666666,4.1907735914878765,1.8333333333333333,28.0,145.82893887619173,15.254394457141606,0.3988284145204359,0.3684062608901834
Jonathan Taylor,IND,RB,25.0,14.0,13.0,303.0,1431.0,11.0,4.7227722772277225,18.0,136.0,1.0,7.555555555555555,4.0,1.0,2024,0.8235294117647058,0.9285714285714286,1.0,0.0,321.0,21.642857142857142,102.21428571428572,0.7857142857142857,1.2857142857142858,9.714285714285714,0.0714285714285714,0.2857142857142857,0.0714285714285714,22.928571428571427,235.7,16.835714285714285,Jonathan Taylor,2024.0,9.266666666666667,3.6434198277885983,18.91160489992522,2.72122327261822,40.4,190.8,4.702659859684974,1.4666666666666666,28.0,163.33761909061434,24.39571424271897,0.6285379844286333,0.3899440140934541
Jordan Mason,MIN,RB,25.0,12.0,6.0,153.0,789.0,3.0,5.15686274509804,11.0,91.0,0.0,8.272727272727273,3.0,1.0,2024,0.7058823529411765,0.5,0.0,0.0,164.0,12.75,65.75,0.25,0.9166666666666666,7.583333333333333,0.0,0.25,0.0833333333333333,13.666666666666666,109.5,9.125,Jordan Mason,2024.0,4.375,3.5333299927503345,29.382048872180448,2.8489677469898256,35.625,182.625,5.135561790505676,0.75,24.0,130.20238863445988,48.922611365540135,1.447766406834463,0.4933844627594627
Josh Jacobs,GB,RB,26.0,17.0,17.0,301.0,1329.0,15.0,4.415282392026578,36.0,342.0,1.0,9.5,4.0,3.0,2024,1.0,1.0,1.0,0.0,337.0,17.705882352941178,78.17647058823529,0.8823529411764706,2.117647058823529,20.11764705882353,0.0588235294117647,0.2352941176470588,0.1764705882352941,19.823529411764707,275.1,16.18235294117647,Josh Jacobs,2024.0,8.6875,3.764604699992981,21.05432512446494,2.737996175091634,36.6875,160.1875,4.417119164070039,1.8125,8.0,133.0004939687397,26.062006031260303,0.7796084963142604,0.4737413801149457
Justice Hill,BAL,RB,27.0,15.0,0.0,47.0,228.0,1.0,4.851063829787234,42.0,383.0,3.0,9.11904761904762,0.0,0.0,2024,0.8823529411764706,0.0,0.0,0.0,89.0,3.1333333333333333,15.2,0.0666666666666666,2.8,25.53333333333333,0.2,0.0,0.0,5.933333333333334,106.1,7.073333333333334,,,,,,,,,,,,,,,
Kareem Hunt,KC,RB,29.0,13.0,8.0,200.0,728.0,7.0,3.64,23.0,176.0,0.0,7.6521739130434785,0.0,0.0,2024,0.7647058823529411,0.6153846153846154,0.0,0.0,223.0,15.384615384615383,56.0,0.5384615384615384,1.7692307692307692,13.538461538461538,0.0,0.0,0.0,17.153846153846153,143.9,11.069230769230767,Kareem Hunt,2024.0,8.818181818181818,3.8227358804071,17.485746576655668,2.705960797619888,34.45454545454545,127.72727272727272,3.829500566773294,1.181818181818182,29.0,142.14159249955628,-18.23250159046538,-0.5154991495049459,0.3467368369965772
Keaton Mitchell,BAL,RB,22.0,5.0,0.0,15.0,30.0,0.0,2.0,1.0,28.0,0.0,28.0,0.0,0.0,2024,0.2941176470588235,0.0,0.0,0.0,16.0,3.0,6.0,0.0,0.2,5.6,0.0,0.0,0.0,3.2,6.300000000000001,1.2600000000000002,Keaton Mitchell,2024.0,17.0,7.1515,9.090909090909092,2.715625,11.0,20.0,1.818181818181818,0.0,34.0,41.23665752882311,-21.23665752882311,-1.9306052298930096,0.0909090909090909
Kendre Miller,NO,RB,22.0,6.0,2.0,39.0,148.0,1.0,3.7948717948717934,5.0,33.0,0.0,6.6,0.0,0.0,2024,0.3529411764705882,0.3333333333333333,0.0,0.0,44.0,6.5,24.666666666666668,0.1666666666666666,0.8333333333333334,5.5,0.0,0.0,0.0,7.333333333333333,26.6,4.433333333333334,Kendre Miller,2024.0,14.0,7.24125,10.0,3.330142857142857,10.0,32.0,3.2,1.0,25.0,15.873715745869102,16.126284254130898,1.6126284254130898,0.6
Kenneth Walker III,SEA,RB,24.0,11.0,11.0,153.0,573.0,7.0,3.7450980392156863,46.0,299.0,1.0,6.5,1.0,0.0,2024,0.6470588235294118,1.0,0.0,0.0,199.0,13.909090909090908,52.09090909090909,0.6363636363636364,4.181818181818182,27.181818181818183,0.0909090909090909,0.0909090909090909,0.0,18.09090909090909,158.20000000000002,14.381818181818184,Kenneth Walker III,2024.0,7.875,4.979972538622953,19.776785714285715,3.017896336488888,16.375,63.875,3.979136904761905,0.875,9.0,62.47959054073253,0.7704094592674711,0.1424267744379975,0.4338045634920635
Kyle Juszczyk,SF,RB,33.0,17.0,15.0,5.0,26.0,1.0,5.2,19.0,200.0,2.0,10.526315789473683,1.0,1.0,2024,1.0,0.8823529411764706,1.0,0.0,24.0,0.2941176470588235,1.5294117647058822,0.0588235294117647,1.1176470588235294,11.764705882352942,0.1176470588235294,0.0588235294117647,0.0588235294117647,1.411764705882353,48.1,2.8294117647058825,,,,,,,,,,,,,,,
Kyren Williams,LAR,RB,24.0,16.0,16.0,316.0,1299.0,14.0,4.110759493670886,34.0,182.0,2.0,5.352941176470588,5.0,3.0,2024,0.9411764705882352,1.0,0.0,0.0,350.0,19.75,81.1875,0.875,2.125,11.375,0.125,0.3125,0.1875,21.875,255.1,15.94375,Kyren Williams,2024.0,8.647058823529411,3.937352601697133,14.72249212608603,2.666497120111704,37.1764705882353,152.8235294117647,4.168995095300261,1.6470588235294117,23.0,149.87546141857956,0.0068915225969111,0.0427767718239807,0.3913586413586413
MarShawn Lloyd,GB,RB,23.0,1.0,0.0,6.0,15.0,0.0,2.5,1.0,3.0,0.0,3.0,0.0,0.0,2024,0.0588235294117647,0.0,0.0,0.0,7.0,6.0,15.0,0.0,1.0,3.0,0.0,0.0,0.0,7.0,2.3,2.3,,,,,,,,,,,,,,,
Miles Sanders,DAL,RB,27.0,11.0,2.0,55.0,205.0,2.0,3.727272727272727,24.0,148.0,1.0,6.166666666666667,1.0,0.0,2024,0.6470588235294118,0.1818181818181818,0.0,0.0,79.0,5.0,18.63636363636364,0.1818181818181818,2.1818181818181817,13.454545454545457,0.0909090909090909,0.0909090909090909,0.0,7.181818181818182,65.3,5.9363636363636365,Miles Sanders,2024.0,18.0,3.9195454545454544,11.76470588235294,2.5508125,17.0,66.0,3.882352941176471,1.0,6.0,86.00056464826048,-20.00056464826048,-1.1765038028388517,0.3529411764705882
