Name,Team,Pos,Age,G,GS,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Fmb,FmbLost,Year,games_played_pct,games_started_pct,ProBowl,AllPro,Touches,Rec_Rec_per_game,Rec_Yds_per_game,Rec_TD_per_game,Fmb_per_game,FmbLost_per_game,Touches_per_game,Points_half-ppr,PPG_half-ppr,player_display_name,season,week,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_jersey_number,next_year_Rec_Yds,next_year_Points_half-ppr,next_year_PPG_half-ppr
George Kittle,SF,TE,25.0,16.0,16.0,88.0,1377.0,5.0,15.647727272727272,0.0,0.0,2018,1.0,1.0,1.0,0.0,89.0,5.5,86.0625,0.3125,0.0,0.0,5.5625,212.7,13.29375,George Kittle,2018.0,8.733333333333333,5.383996072446072,3.4459208843430784,7.325489772319185,26.219780780277173,11.333333333333334,17.6,64.70017237664297,174.93333333333334,0.6,9.856611856661855,7.211067972104172,2.6455438845576853,85.0,1053.0,180.0,12.857142857142858
George Kittle,SF,TE,26.0,14.0,14.0,85.0,1053.0,5.0,12.388235294117647,1.0,0.0,2019,0.875,1.0,1.0,1.0,90.0,6.071428571428571,75.21428571428571,0.3571428571428571,0.0714285714285714,0.0,6.428571428571429,180.0,12.857142857142858,George Kittle,2019.0,8.692307692307692,4.970423525242397,3.1742130367626435,6.162646287558877,29.574243397883528,12.692307692307692,15.923076923076923,80.31724048354066,156.53846153846155,0.7692307692307693,7.389077221421113,5.77548310789603,1.6135941135250822,85.0,634.0,101.1,12.6375
George Kittle,SF,TE,27.0,8.0,8.0,48.0,634.0,2.0,13.208333333333334,0.0,0.0,2020,0.5,1.0,0.0,0.0,50.0,6.0,79.25,0.25,0.0,0.0,6.25,101.1,12.6375,George Kittle,2020.0,7.0,5.646309074573225,3.781197166017007,6.682801091269842,26.795152208317624,11.75,15.25,75.67460317460318,153.625,0.5,6.745840773809523,4.645782158245419,2.100058615564105,85.0,910.0,162.5,11.607142857142858
George Kittle,SF,TE,28.0,14.0,14.0,71.0,910.0,6.0,12.816901408450704,2.0,1.0,2021,0.8235294117647058,1.0,1.0,0.0,74.0,5.071428571428571,65.0,0.4285714285714285,0.1428571428571428,0.0714285714285714,5.285714285714286,162.5,11.607142857142858,George Kittle,2021.0,8.7,4.937176341991342,3.0991163687431222,7.813362580209389,28.34693300759862,13.0,17.3,75.28335021952043,170.6,1.1,6.937815176529261,4.702781773293748,2.235033403235513,85.0,765.0,170.5,11.366666666666667
George Kittle,SF,TE,29.0,15.0,15.0,60.0,765.0,11.0,12.75,1.0,1.0,2022,0.8823529411764706,1.0,1.0,0.0,60.0,4.0,51.0,0.7333333333333333,0.0666666666666666,0.0666666666666666,4.0,170.5,11.366666666666667,George Kittle,2022.0,10.0,5.515314880952381,3.376761037502785,7.156501722652885,23.233171645964045,9.333333333333334,13.25,71.50839793281654,119.75,1.8333333333333333,6.962638888888889,5.424503675951069,1.5381352129378192,85.0,1020.0,170.7,10.66875
George Kittle,SF,TE,30.0,16.0,16.0,65.0,1020.0,6.0,15.692307692307692,0.0,0.0,2023,0.9411764705882352,1.0,1.0,1.0,66.0,4.0625,63.75,0.375,0.0,0.0,4.125,170.7,10.66875,George Kittle,2023.0,8.5,5.247492147328415,3.450126128081574,8.763812842712843,27.05981617613872,11.4,15.8,69.88023088023087,173.4,0.8,7.58459832112332,5.006739193963496,2.577859127159825,85.0,1106.0,197.6,13.173333333333336
Hunter Henry,NE,TE,22.0,15.0,10.0,36.0,478.0,8.0,13.27777777777778,1.0,1.0,2016,0.9375,0.6666666666666666,0.0,0.0,36.0,2.4,31.866666666666667,0.5333333333333333,0.0666666666666666,0.0666666666666666,2.4,111.8,7.453333333333334,Hunter Henry,2016.0,7.333333333333333,4.483833333333333,2.7523857617213903,10.61035119047619,19.72947500213285,9.5,13.833333333333334,70.01123090745732,125.0,2.0,3.8151759259259257,4.255527833934532,-0.4403519080086055,86.0,579.0,104.4,7.457142857142857
Hunter Henry,NE,TE,23.0,14.0,13.0,45.0,579.0,4.0,12.866666666666667,0.0,0.0,2017,0.875,0.9285714285714286,0.0,0.0,45.0,3.2142857142857144,41.35714285714285,0.2857142857142857,0.0,0.0,3.2142857142857144,104.4,7.457142857142857,Hunter Henry,2017.0,7.777777777777778,5.651544524308675,2.940569833947566,9.686460075667064,23.01060877249315,9.11111111111111,12.666666666666666,71.7726290038118,121.77777777777776,0.7777777777777778,5.094570546737213,4.396639952629877,0.697930594107337,86.0,0.0,0.0,0.0
Hunter Henry,NE,TE,25.0,12.0,12.0,55.0,652.0,5.0,11.854545454545455,1.0,1.0,2019,0.75,1.0,0.0,0.0,55.0,4.583333333333333,54.333333333333336,0.4166666666666667,0.0833333333333333,0.0833333333333333,4.583333333333333,120.7,10.058333333333334,Hunter Henry,2019.0,8.5,5.368722389306599,2.5578173988929467,9.987595279866332,23.41411885272985,10.4,14.3,73.14954051796157,122.6,0.9,3.212460173160173,3.4640545602001445,-0.2515943870399714,86.0,613.0,115.3,8.235714285714286
Hunter Henry,NE,TE,26.0,14.0,14.0,60.0,613.0,4.0,10.216666666666669,0.0,0.0,2020,0.875,1.0,0.0,0.0,60.0,4.285714285714286,43.785714285714285,0.2857142857142857,0.0,0.0,4.285714285714286,115.3,8.235714285714286,Hunter Henry,2020.0,7.416666666666667,5.30638982172471,2.430404495909275,8.671797747055813,20.906377007360224,9.416666666666666,14.666666666666666,63.64023297491039,95.75,0.6666666666666666,3.394597222222222,2.738088657397025,0.6565085648251966,86.0,603.0,139.3,8.194117647058825
Hunter Henry,NE,TE,27.0,17.0,10.0,50.0,603.0,9.0,12.06,0.0,0.0,2021,1.0,0.5882352941176471,0.0,0.0,50.0,2.9411764705882355,35.47058823529412,0.5294117647058824,0.0,0.0,2.9411764705882355,139.3,8.194117647058825,Hunter Henry,2021.0,10.0,5.794698503922642,2.48824572550744,9.777403703703705,20.644666461654182,9.11111111111111,13.77777777777778,64.44444444444444,107.88888888888889,1.4444444444444444,2.957722222222221,3.10493342194472,-0.1472111997224983,85.0,509.0,83.4,4.905882352941177
Hunter Henry,NE,TE,28.0,17.0,14.0,41.0,509.0,2.0,12.414634146341465,0.0,0.0,2022,1.0,0.8235294117647058,0.0,0.0,41.0,2.411764705882353,29.94117647058824,0.1176470588235294,0.0,0.0,2.411764705882353,83.4,4.905882352941177,Hunter Henry,2022.0,10.142857142857142,5.78428672745694,3.816344046198024,7.105381067681308,17.21230283065209,9.285714285714286,13.428571428571429,67.95457165917215,113.42857142857144,0.5714285714285714,6.06582229965157,5.660113671367459,0.4057086282841092,85.0,419.0,98.9,7.064285714285715
Hunter Henry,NE,TE,29.0,14.0,10.0,42.0,419.0,6.0,9.976190476190476,1.0,0.0,2023,0.8235294117647058,0.7142857142857143,0.0,0.0,42.0,3.0,29.928571428571427,0.4285714285714285,0.0714285714285714,0.0,3.0,98.9,7.064285714285715,Hunter Henry,2023.0,5.5,6.011772435897436,2.1818600138484507,8.353444542024459,21.0294440061488,9.125,13.0,70.29306531355712,90.125,1.25,1.9144166666666675,2.019892824563816,-0.1054761578971486,85.0,674.0,112.4,7.025
Isaiah Likely,BAL,TE,22.0,16.0,2.0,36.0,373.0,3.0,10.36111111111111,0.0,0.0,2022,0.9411764705882352,0.125,0.0,0.0,36.0,2.25,23.3125,0.1875,0.0,0.0,2.25,73.30000000000001,4.581250000000001,Isaiah Likely,2022.0,9.0,6.15649659291326,3.784924720594209,7.860771978021977,20.174359161406624,9.666666666666666,15.833333333333334,61.20879120879121,105.33333333333331,1.0,4.374976851851852,3.436877770994617,0.938099080857236,80.0,411.0,86.1,5.064705882352941
Isaiah Likely,BAL,TE,23.0,17.0,8.0,30.0,411.0,5.0,13.7,0.0,0.0,2023,1.0,0.4705882352941176,0.0,0.0,30.0,1.7647058823529411,24.176470588235293,0.2941176470588235,0.0,0.0,1.7647058823529411,86.1,5.064705882352941,Isaiah Likely,2023.0,13.666666666666666,6.510222222222222,4.991414857044593,4.224047619047618,9.680982795565894,4.666666666666667,6.333333333333333,73.80952380952381,64.33333333333333,0.6666666666666666,8.757833333333332,6.840743945281601,1.917089388051732,80.0,477.0,102.7,6.41875
Jake Ferguson,DAL,TE,23.0,16.0,8.0,19.0,174.0,2.0,9.157894736842104,0.0,0.0,2022,0.9411764705882352,0.5,0.0,0.0,19.0,1.1875,10.875,0.125,0.0,0.0,1.1875,38.900000000000006,2.4312500000000004,Jake Ferguson,2022.0,6.0,6.288,3.097668690608954,5.359999999999999,10.181081423325317,4.0,6.0,66.66666666666666,40.0,1.0,5.2775,6.502271675504971,-1.2247716755049716,87.0,761.0,141.60000000000002,8.329411764705883
Jake Ferguson,DAL,TE,24.0,17.0,16.0,71.0,761.0,5.0,10.71830985915493,0.0,0.0,2023,1.0,0.9411764705882352,1.0,0.0,71.0,4.176470588235294,44.76470588235294,0.2941176470588235,0.0,0.0,4.176470588235294,141.60000000000002,8.329411764705883,Jake Ferguson,2023.0,10.076923076923077,5.49117314647378,3.296566214132576,5.285174585218703,13.749959567632455,10.0,14.538461538461538,68.14748976513683,106.6153846153846,0.6153846153846154,5.807366248774699,4.5101795791735615,1.297186669601137,87.0,494.0,74.9,5.3500000000000005
Jonnu Smith,MIA,TE,22.0,16.0,13.0,18.0,157.0,2.0,8.722222222222221,0.0,0.0,2017,1.0,0.8125,0.0,0.0,18.0,1.125,9.8125,0.125,0.0,0.0,1.125,36.7,2.29375,Jonnu Smith,2017.0,7.5,6.17875,2.813872318998841,2.729000000000001,4.083988594300225,3.5,5.0,70.0,20.5,0.0,5.711499999999997,7.0942477752885225,-1.3827477752885255,81.0,258.0,53.8,4.138461538461538
Jonnu Smith,MIA,TE,23.0,13.0,12.0,20.0,258.0,3.0,12.9,1.0,0.0,2018,0.8125,0.9230769230769232,0.0,0.0,20.0,1.5384615384615383,19.846153846153847,0.2307692307692307,0.0769230769230769,0.0,1.5384615384615383,53.8,4.138461538461538,Jonnu Smith,2018.0,11.0,6.698333333333333,5.340388262899602,5.511250000000001,20.684963640628663,6.0,8.0,75.0,44.0,0.0,3.743333333333331,3.5184904787577884,0.2248428545755425,81.0,439.0,87.2,5.45
