player_display_name,season,week,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_jersey_number
Chris Olave,2024,4.25,7.642797619047619,3.1875547541487412,11.601071428571426,47.879830951274975,6.5,9.0,75.95238095238095,90.25,0.25,4.4470833333333335,4.2396876325609,0.20739570077243386,12.0
Christian Blake,2019,12.5,6.818958333333335,2.554559773959757,7.708333333333334,17.503561034992188,4.0,9.0,44.44444444444444,36.5,0.0,2.836666666666667,2.596060113322456,0.24060655334421055,13.0
Christian Blake,2020,4.0,8.442000000000002,4.062184412634164,13.902,17.98168460264901,3.0,5.0,60.0,47.0,0.0,2.086666666666668,3.026406737055188,-0.9397400703885196,13.0
Christian Kirk,2018,6.5,5.971808630952381,2.8104103019333193,9.7222581232493,26.21103833795194,7.9,12.6,62.680672268907564,101.4,0.4,3.8084114064230357,4.003681773310808,-0.19527036688777213,13.0
Christian Kirk,2019,8.785714285714286,6.063852111678004,3.468780606321104,9.355935743489315,32.39103802375846,9.714285714285714,15.428571428571429,61.126400054971484,109.07692307692308,0.42857142857142855,4.2917586726998485,4.340736421662083,-0.04897774896223423,13.0
Christian Kirk,2020,7.5,5.967319658944659,3.2909245447391746,11.543792721518987,27.83436719351185,8.5,14.0,59.052139843279086,105.0,1.0,2.8329994047619054,3.5724716442692594,-0.7394722395073546,13.0
Christian Kirk,2021,8.714285714285714,6.025264564336373,3.480840512787835,11.048713861920174,29.491952953477117,10.5,13.928571428571429,76.31202804746495,131.92857142857142,0.7142857142857143,3.262829313543599,4.077168211855909,-0.8143388983123095,13.0
Christian Kirk,2022,8.625,6.358443136724386,3.3764740571773926,8.926857430033417,32.26973763180712,10.3125,16.25,64.66661445279867,136.125,1.0,5.079610863095239,5.471802192693523,-0.3921913295982845,13.0
Christian Kirk,2023,6.181818181818182,6.10267803030303,3.0154320810017463,10.397207196101581,31.431372100388902,10.181818181818182,15.090909090909092,67.78653610204412,139.9090909090909,0.5454545454545454,4.617465564738292,4.210684414520605,0.40678115021768674,13.0
Christian Kirk,2024,4.2,6.637419946719947,2.728102248912805,12.87158085106383,27.319984378474214,9.4,16.0,57.15602836879433,123.4,0.4,6.329470899470898,5.222165754789839,1.1073051446810598,13.0
Christian Watson,2022,12.444444444444445,6.005297573435504,2.5189120751623526,16.025737253487254,38.745641457067556,8.0,13.11111111111111,59.256854256854254,126.0,1.5555555555555556,6.434074074074073,4.394420678386563,2.0396533956875107,9.0
Christian Watson,2023,7.857142857142857,6.678867346938776,2.891699963872123,15.855703814230095,35.666900337343414,7.285714285714286,13.714285714285714,52.99501561630942,108.71428571428571,1.1428571428571428,4.379704081632653,1.8898285469814766,2.4898755346511767,9.0
Christian Watson,2024,7.833333333333333,5.11465811965812,2.406408433988094,14.974786463012878,34.86997734519347,7.666666666666667,14.0,55.23060796645702,146.5,0.5,4.017413793103448,4.130969561436251,-0.11355576833280234,9.0
Christopher Herndon,2020,8.5,7.259833333333333,3.82335980120269,6.521,16.218590585713567,19.0,27.0,73.33333333333334,175.0,2.0,5.559493087557604,5.027423377150248,0.532069710407356,89.0
Clive Walford,2016,1.0,4.95979674796748,4.180486101265703,7.777670329670329,12.779481470083992,14.0,21.333333333333332,69.72527472527473,144.66666666666666,1.3333333333333333,3.778686868686869,5.406538766744373,-1.6278518980575036,88.0
Cobi Hamilton,2016,9.0,5.0225,1.6342514106014507,11.773833333333332,21.489373764540222,2.5,5.5,45.0,23.5,0.0,1.174166666666666,1.2533207585414168,-0.07915409187475089,83.0
Cobi Hamilton,2017,17.0,3.774,1.0447097134595011,17.058,35.60871743486973,1.0,5.0,20.0,8.0,0.0,4.43,1.9502701466835788,2.479729853316421,17.0
Coby Fleener,2016,7.222222222222222,5.60678883398223,2.379860856370546,9.80326822457378,21.056785275118873,9.11111111111111,15.222222222222221,57.818306522010225,116.11111111111111,0.6666666666666666,4.024791534391534,5.108477724791502,-1.083686190399967,82.0
Coby Fleener,2017,6.0,5.682500000000001,2.5892802526450858,9.057,18.156506743022703,5.0,5.5,91.66666666666667,72.5,0.5,5.368999999999999,4.744608456862091,0.6243915431379082,82.0
Cody Core,2016,16.5,5.8025,3.928413132181798,8.211,31.29394164649336,6.0,9.5,68.57142857142857,60.5,0.0,8.76375,7.5638386961058135,1.1999113038941862,16.0
Cody Core,2019,2.0,6.126,1.8243935578816544,6.336,8.459279038718291,3.0,5.0,60.0,28.0,0.0,1.0266666666666684,1.8240288663794215,-0.7973621997127534,17.0
Cody Latimer,2016,17.0,5.3125,3.0624300749558557,18.772,32.16917434965897,3.0,5.0,60.0,28.0,0.0,5.916666666666667,7.361739695084666,-1.4450730284179991,14.0
Cody Latimer,2017,10.0,5.895999999999999,5.337723430575688,3.4039999999999977,6.1960755761039685,3.0,5.0,60.0,28.0,0.0,5.68666666666667,5.160522644846576,0.5261440218200946,14.0
Cody Latimer,2018,17.0,2.4466666666666663,0.7022050580940045,20.41166666666667,35.696173015826766,4.0,6.0,66.66666666666666,72.0,1.0,0.879999999999999,0.6339973347175203,0.2460026652824787,12.0
Cody Latimer,2019,6.5,4.6473571428571425,2.425902394767452,10.758357142857141,20.7330429039282,3.75,6.0,63.57142857142857,45.25,0.25,3.73775,3.317428588275768,0.4203214117242326,12.0
Colby Parkinson,2022,17.0,7.94,3.012105055567479,7.740000000000001,20.143510428672347,5.0,7.0,71.42857142857143,36.0,1.0,2.4939999999999984,2.276689603963587,0.2173103960364115,84.0
Colby Parkinson,2023,6.0,7.949999999999999,2.560765496077201,6.555999999999999,9.258579296709502,3.0,5.0,60.0,19.0,0.0,3.0966666666666662,2.522456162060734,0.5742105046059316,84.0
Colby Parkinson,2024,4.666666666666667,7.511984953703704,3.5149017471377295,5.508478283621142,14.098995952878871,8.333333333333334,14.0,58.70225013082156,78.0,0.16666666666666666,5.309321428571428,6.065613254709422,-0.7562918261379945,86.0
Cole Beasley,2016,8.23076923076923,6.5879548494983275,3.5516805757825742,6.550651927437642,15.519872313392485,10.615384615384615,13.846153846153847,78.69527298098727,113.46153846153847,0.6923076923076923,4.365681501831501,5.014722207442115,-0.6490407056106137,11.0
Cole Beasley,2017,6.25,6.3181426005747126,2.4239179334819374,8.290544642857142,15.34788538959485,7.25,13.0,53.80952380952381,64.625,1.0,3.8426041666666664,3.520150165239515,0.3224540014271512,11.0
Cole Beasley,2018,8.181818181818182,5.664987956057247,3.129326446632612,7.497419563978341,20.205406144499182,10.818181818181818,14.0,80.00929582434286,115.9090909090909,0.5454545454545454,4.024135198135198,4.345864128992367,-0.3217289308571682,11.0
Cole Beasley,2019,8.583333333333334,6.194345462109575,3.138722140139787,7.635438928821004,21.090594324657804,10.083333333333334,16.5,58.05473963492832,116.75,0.9166666666666666,5.294050284292822,4.674631992563089,0.619418291729732,10.0
Cole Beasley,2020,7.666666666666667,6.204887870641902,3.3094881317377567,7.984260663920711,20.763199637546357,12.833333333333334,16.75,75.67242337102151,151.16666666666666,0.5833333333333334,4.332434497413156,4.816959972710497,-0.4845254752973405,11.0
Cole Beasley,2021,9.5,6.736986642152234,3.9594488009829187,5.70232040066415,16.233364108805493,12.833333333333334,17.583333333333332,72.66231453731454,108.58333333333333,0.16666666666666666,3.456973875661376,3.8474298550211325,-0.39045597935975634,11.0
